06-11 11:41:24 INFO     [exp] seed None: |phishing-bmdr-zhan-alipy-zhan-zhan-RS_noFix_scale Start|||||
06-11 12:09:36 INFO     [init] seed None: |0|20|0.5913613749434645|0.002|
