06-11 14:41:24 INFO     [exp] seed None: |phishing-spal-zhan-alipy-zhan-zhan-RS_noFix_scale Start|||||
06-11 15:10:09 INFO     [init] seed None: |0|20|0.5913613749434645|0.002|
