06-11 11:24:45 INFO     [exp] seed None: |phishing-quire-zhan-libact-zhan-zhan-RS_noFix_scale Start|||||
06-11 11:24:52 INFO     [init] seed 0: |0|20|0.5913613749434645|0.003|
